순번,의료기관명,시도명,시군구명,주소,형태
233,연세마내과의원,경기도,구리시,경기도 구리시 이문안로 86 하나로마트 구리농협 4층 (수택동),의원
234,신이비인후과의원,서울특별시,강동구,서울특별시 강동구 양재대로 1477 삼환빌딩 4층 (길동) ,의원
235,바른속내과의원,충청북도,청주시 청원구,충청북도 청주시 청원구 주성로 263 3층 301 302호 (주중동),의원
236,23한의원,경기도,남양주시,경기도 남양주시 별내3로 328 303호 (별내동),의원
237,나비온치과의원,대전광역시,동구,대전광역시 동구 동서대로 1677 3층 301호 (용전동),의원
238,민트소아청소년과의원,대구광역시,동구,대구광역시 동구 송라로 142 2층 (신암동),의원
239,삼성공감정신건강의학과의원,부산광역시,해운대구,부산광역시 해운대구 센텀동로 9 221호 (우동  트럼프월드센텀아파트) ,의원
240,조헌포이비인후과의원,대구광역시,남구,대구광역시 남구 대명로 205 3층 (대명동),의원
241,법원행정처 부속의원,서울특별시,서초구,서울특별시 서초구 서초대로 219 대법원 청사 1층 (서초동),의원
242,우리가정의원,강원특별자치도,강릉시,강원특별자치도 강릉시 하평길 21 2층 (포남동) ,의원
243,탄방정신건강의학과의원,대전광역시,서구,대전광역시 서구 계룡로 605 메디칼센터상아빌딩 6층 605호 (탄방동),의원
244,본베스트병원,강원특별자치도,원주시,강원특별자치도 원주시 능라동길 51-0 6-7층 (무실동) ,병원
245,서울온정치과의원,경기도,하남시,경기도 하남시 신평로 53 2층 (신장동),의원
246,365옥길한의원,경기도,부천시 소사구,경기도 부천시 소사구 옥길로 116 문영 퀸즈파크 A 409 410 411호 (옥길동) ,의원
247,경리단길의원,서울특별시,용산구,서울특별시 용산구 회나무로 15 1-2층 (이태원동),의원
248,성모평온한마음의원,서울특별시,광진구,서울특별시 광진구 능동로 290 삼일빌딩 7층 (능동),의원
249,세움치과의원,광주광역시,서구,광주광역시 서구 상무중앙로 101 5층 502호 (치평동) ,의원
250,삼성신내과의원,서울특별시,광진구,서울특별시 광진구 아차산로 208 상록빌딩 2층 (자양동) ,의원
251,비타민가정의학과의원,광주광역시,남구,광주광역시 남구 백운로 70-1 2층 (백운동),의원
252,수지바름의원,경기도,용인시 수지구,경기도 용인시 수지구 수지로 203 E 마트 지하2층 (신봉동),의원
253,공덕아산내과의원,서울특별시,마포구,서울특별시 마포구 마포대로 204 마포에스케이허브블루 203 204호 (아현동),의원
254,신세계이비인후과의원,대구광역시,달서구,대구광역시 달서구 계대동문로 116 (이곡동),의원
255,수이비인후과의원,부산광역시,금정구,부산광역시 금정구 부산대학로 47 6층 (장전동),의원
256,태전박내과의원,경기도,광주시,경기도 광주시 태전중앙로 20 스카이가든 2층 201호 (태전동),의원
257,꿈나무소아청소년과의원,서울특별시,성동구,서울특별시 성동구 왕십리로 410 센트라스상가 L동 2층 210호 (하왕십리동  센트라스),의원
258,씨엠충무의원,충청남도,아산시,충청남도 아산시 충무로 22 (온천동) ,의원
259,서울치과의원,서울특별시,중랑구,서울특별시 중랑구 봉화산로 215 3층 (신내동  낙원빌딩),의원
260,김승기가정의학과의원,경상북도,구미시,경상북도 구미시 형곡로 179 (형곡동),의원
261,구리튼튼치과의원,경기도,구리시,경기도 구리시 동구릉로 120 2층 (인창동  인성빌딩),의원
262,백치과의원,경기도,부천시 원미구,경기도 부천시 원미구 길주로 221 씨티오피스 305호 (중동) ,의원
263,현대내과의원,경상북도,김천시,경상북도 김천시 시청로 66 2 3층 (신음동) ,의원
264,조은내과의원,경기도,시흥시,경기도 시흥시 정왕대로 220 우리메디칼센타 4-5층  B1층 405호-407호  501호-502호  B102호 (정왕동) ,의원
265,두리이비인후과의원,충청남도,천안시 서북구,충청남도 천안시 서북구 쌍용1길 21 2 3 4층 (쌍용동) ,의원
266,홍성표내과의원,인천광역시,연수구,인천광역시 연수구 청능대로 103 4층 (연수동  BYC건물),의원
267,오재선내과의원,광주광역시,남구,광주광역시 남구 경열로 80 2층 (월산동),의원
268,광주동산의원,광주광역시,동구,광주광역시 동구 무등로 299 (계림동) ,의원
269,서울가정의학과의원,대구광역시,서구,대구광역시 서구 문화로 254 2층 (평리동),의원
270,김철내과의원,인천광역시,미추홀구,인천광역시 미추홀구 소성로 135 (학익동),의원
271,세계로치과병원,부산광역시,해운대구,부산광역시 해운대구 센텀동로 102 센텀필1 2층 208호-213호호 (재송동) ,병원
272,남해군보건소,경상남도,남해군,경상남도 남해군 남해읍 선소로 6,보건기관
273,옥주한의원,경기도,군포시,경기도 군포시 한세로12번길 26 2층 (당정동  보라빌딩),의원
274,나무내과의원,부산광역시,연제구,부산광역시 연제구 과정로 102 4층 (연산동),의원
275,동탄연세의원,경기도,화성시,경기도 화성시 동탄원천로 382-46 (반월동) ,의원
276,언제나이든치과의원,서울특별시,관악구,서울특별시 관악구 난곡로 210 3층 (신림동) ,의원
277,위앤장서천내과의원,충청남도,서천군,충청남도 서천군 서천읍 충절로49번길 11-6 2 3층 ,의원
278,합정고려의원,서울특별시,마포구,서울특별시 마포구 망원로 69 2층 (망원동),의원
279,태광치과의원,서울특별시,중랑구,서울특별시 중랑구 망우로 463 (망우동) ,의원
280,하당목포이비인후과의원,전라남도,목포시,전라남도 목포시 백년대로 391 (옥암동),의원
281,박현태내과의원,서울특별시,강남구,서울특별시 강남구 개포로 224 준빌딩 (개포동) ,의원
282,드림이비인후과의원,광주광역시,남구,광주광역시 남구 봉선중앙로 81 2층 (봉선동),의원
283,수원고은치과의원,경기도,수원시 장안구,경기도 수원시 장안구 만석로19번길 11-3 302호 (천천동),의원
284,스타티스치과의원,서울특별시,송파구,서울특별시 송파구 올림픽로 119 5층 27호 (잠실동  파인애플상가),의원
285,복음의원,경상남도,의령군,경상남도 의령군 의령읍 충익로 23-6 복음의원,의원
286,미소안치과의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 홍산로 245 (효자동2가  402호(401호 일부포함)) ,의원
287,이정유내과의원,부산광역시,연제구,부산광역시 연제구 아시아드대로 60 상신빌딩 4층 (거제동) ,의원
288,강남비뇨기과의원,경상북도,영주시,경상북도 영주시 구성로350번길 23 (영주동),의원
289,에이스치과의원,서울특별시,은평구,서울특별시 은평구 은평로 229 (녹번동) ,의원
290,그랜드연합의원,강원특별자치도,춘천시,강원특별자치도 춘천시 중앙로 68 5-6층 (중앙로2가) ,의원
291,정소아청소년과의원,충청북도,옥천군,충청북도 옥천군 옥천읍 삼금로 34,의원
292,씨앤유내과의원,대전광역시,유성구,대전광역시 유성구 죽동로297번길 68 씨앤유프라자동 304호 (죽동) ,의원
293,세신치과의원,경기도,성남시 분당구,경기도 성남시 분당구 야탑로 95 502호 (야탑동  세신옴니코아) ,의원
294,남양선연합치과의원,경기도,화성시,경기도 화성시 남양읍 남양성지로 123 5층 (삼기프라자) ,의원
295,경주시립노인전문요양병원,경상북도,경주시,경상북도 경주시 현곡면 충현로 610-120 ,병원
296,한병상이비인후과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 용현로 27 201 202호 (행신동),의원
297,장보고연합내과의원,대구광역시,수성구,대구광역시 수성구 달구벌대로 3218 3층 (신매동),의원
298,편한내과의원,경기도,안산시 상록구,경기도 안산시 상록구 용신로 394 502호 (본오동  서해프라자),의원
299,송림의원,경상남도,창원시 진해구,경상남도 창원시 진해구 동진로 138 205호 (덕산동  송림홈타운),의원
300,행림내과의원,경기도,평택시,경기도 평택시 포승읍 여술2길 22,의원
301,진안군의료원,전북특별자치도,진안군,전북특별자치도 진안군 진안읍 진무로 1145-0 ,병원
302,메이플치과의원,서울특별시,종로구,서울특별시 종로구 인사동5길 26 홍익빌딩 4층 (관훈동) ,의원
303,연세정의원,경기도,오산시,경기도 오산시 오산로 300 2 4층 (오산동) ,의원
304,예일치과의원,서울특별시,성동구,서울특별시 성동구 연무장7길 12 (성수동2가) ,의원
305,노블치과의원,광주광역시,북구,광주광역시 북구 첨단연신로 101 2층 (신용동) ,의원
306,맑은마음의원,서울특별시,중구,서울특별시 중구 다산로 137 3층 (신당동) ,의원
307,문화의원,경기도,의정부시,경기도 의정부시 평화로 613 (의정부동),의원
308,기독연합의원,전라남도,여수시,전라남도 여수시 문수로 54 (문수동),의원
309,더블유치과의원,대구광역시,수성구,대구광역시 수성구 달구벌대로 2403 6층 (범어동) ,의원
310,이종원가정의학과의원,경기도,안양시 동안구,경기도 안양시 동안구 관악대로 488 309호 (관양동  창덕에버빌),의원
311,전석구내과의원,대구광역시,북구,대구광역시 북구 동북로 297 (복현동),의원
312,에스엘안과의원,서울특별시,강남구,서울특별시 강남구 압구정로 164 302호 (신사동) ,의원
313,백성한의원,서울특별시,강동구,서울특별시 강동구 풍성로54길 27 (성내동) ,의원
314,the 화이트e 치과의원,부산광역시,사하구,부산광역시 사하구 낙동남로 1406 4층 (하단동) ,의원
315,이혜승의원,경기도,의정부시,경기도 의정부시 태평로 95 (의정부동),의원
316,이재관내과의원,부산광역시,기장군,부산광역시 기장군 기장읍 차성동로 63 2층,의원
317,아름다운한의원,서울특별시,관악구,서울특별시 관악구 양녕로 30 청운빌딩 2 3층 (봉천동) ,의원
318,이수현내과의원,서울특별시,도봉구,서울특별시 도봉구 해등로 255 (쌍문동) ,의원
319,이연정내과의원,경기도,시흥시,경기도 시흥시 비둘기공원1길 25 우곡프라자 202호 (대야동),의원
320,안성연세의원,경기도,안성시,경기도 안성시 공도읍 공도로 132 3층 (골드일번가) ,의원
321,새빛정신건강의학과의원,경상남도,진주시,경상남도 진주시 사들로 50 3층 (충무공동),의원
322,신항내과의원,경상남도,창원시 진해구,경상남도 창원시 진해구 신항동로 141 210호 (용원동  애플타운 헤리티지),의원
323,21세기연세의원,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 345 7층 701-703호 (정자동  정자역프라자),의원
324,의료법인청언의료재단 순천제일병원,전라남도,순천시,전라남도 순천시 기적의도서관1길 3 (조례동) ,병원
325,허웅이비인후과의원,광주광역시,동구,광주광역시 동구 중앙로 233 2 3층 (대인동),의원
326,바른길치과의원,대전광역시,서구,대전광역시 서구 계룡로 639 에이스침대 대전사옥 3층 (탄방동) ,의원
327,평동치과의원,광주광역시,광산구,광주광역시 광산구 평동로 779 1층 (옥동) ,의원
328,인선소아과의원,서울특별시,성북구,서울특별시 성북구 돌곶이로 47 (석관동),의원
329,새부산진정신건강의학과의원,부산광역시,동구,부산광역시 동구 범일로 97 (범일동),의원
330,대전한의원,대전광역시,동구,대전광역시 동구 중앙로203번길 90 1층 (정동) ,의원
331,귀인한의원,경기도,성남시 분당구,경기도 성남시 분당구 성남대로 52 202호 (구미동  그랜드프라자),의원
